Student_ID,inactivity_score,poor_performance_score,inconsistent_engagement_score,study_hours_per_week,attendance_rate,previous_failures,dropout
1695,48,87,74,21,70,4,1
1696,87,79,30,8,89,5,1
1697,67,12,32,19,70,5,1
1698,11,88,77,20,82,4,1
1699,58,53,79,9,80,3,1
1700,36,56,10,21,63,2,0
1701,60,3,32,28,72,3,0
1702,100,74,6,8,83,5,1
1703,42,95,30,4,61,0,0
1704,69,48,47,39,88,4,0
1705,38,6,46,10,93,4,1
1706,55,10,77,0,70,5,1
1707,62,91,91,0,69,3,1
1708,45,53,52,38,90,4,0
1709,87,86,79,4,88,2,0
1710,10,44,18,21,85,4,0
1711,61,22,80,25,77,3,1
1712,76,27,89,5,59,5,0
1713,97,56,5,31,80,2,1
1714,24,25,48,10,61,2,0
1715,70,24,72,9,53,4,1
1716,51,53,49,38,52,3,0
1717,3,28,80,33,75,4,0
1718,58,82,94,30,65,0,1
1719,71,96,11,11,98,5,1
1720,19,35,22,15,93,0,1
1721,92,13,53,37,62,2,0
1722,62,77,68,2,61,4,1
1723,53,34,99,1,72,0,1
1724,73,29,58,4,88,1,0
1725,97,91,35,10,95,0,1
1726,56,16,2,24,82,4,1
1727,89,66,57,34,96,4,0
1728,40,79,87,34,64,5,1
1729,2,29,54,21,88,0,0
1730,5,92,56,36,93,4,1
1731,4,44,16,21,93,4,0
1732,4,78,38,10,82,5,0
1733,53,88,89,31,77,5,1
1734,46,50,67,34,66,5,1
1735,86,46,54,30,57,5,0
1736,48,52,44,7,80,1,0
1737,8,63,75,19,81,2,1
1738,98,37,0,33,83,4,0
1739,19,63,20,3,97,3,1
1740,60,86,82,17,75,5,1
1741,34,88,20,3,68,2,0
1742,49,6,51,19,94,5,1
1743,81,21,81,8,83,2,1
1744,61,80,42,15,69,3,0
1745,16,81,51,25,88,0,0
1746,87,40,66,37,59,1,0
1747,2,73,43,24,71,4,1
1748,31,9,31,3,72,0,0
1749,98,56,9,40,66,3,0
1750,12,6,63,40,60,1,0
1751,88,49,78,37,83,1,0
1752,72,90,68,18,53,1,0
1753,67,51,67,13,77,3,0
1754,13,32,27,20,51,5,0
1755,100,0,52,14,59,5,1
1756,97,52,50,2,57,5,1
1757,10,59,52,36,64,0,0
1758,55,33,3,15,99,4,0
1759,66,3,78,13,93,1,0
1760,91,16,16,8,53,1,0
1761,28,3,66,6,92,0,1
1762,8,42,73,13,62,5,0
1763,66,89,46,5,89,1,0
1764,24,3,55,20,90,1,0
1765,97,0,22,14,72,3,0
1766,75,70,17,7,77,2,0
1767,41,93,0,33,73,0,1
1768,8,49,34,39,53,0,0
1769,78,72,63,0,92,5,1
1770,39,60,57,31,99,0,0
1771,24,34,94,4,100,5,1
1772,4,7,58,29,99,3,0
1773,10,23,0,21,59,3,0
1774,58,82,2,19,86,4,0
1775,97,35,66,15,76,5,0
1776,87,49,36,6,74,3,0
1777,78,42,82,6,50,5,1
1778,37,26,28,1,100,0,1
1779,71,31,88,13,66,4,1
1780,4,77,32,30,97,2,0
1781,47,17,99,40,65,1,0
1782,89,27,60,13,78,1,0
1783,17,28,92,4,70,4,0
1784,69,15,89,10,88,5,0
1785,36,98,3,39,68,5,1
1786,59,46,13,4,51,5,0
1787,47,58,90,28,70,2,1
1788,76,30,32,10,66,1,1
1789,27,3,21,4,83,4,0
1790,68,36,47,31,90,5,1
1791,76,16,2,35,76,3,0
1792,80,38,86,14,62,0,0
1793,39,47,84,18,90,2,0
1794,44,45,22,21,83,5,1
1795,95,89,67,33,72,1,0
1796,61,47,20,16,68,0,0
1797,92,38,100,11,85,4,1
1798,57,3,42,24,86,5,0
1799,66,29,94,16,63,1,0
1800,55,29,84,9,54,0,1
1801,39,21,25,27,57,3,0
1802,97,74,40,17,76,2,1
1803,39,65,98,17,51,4,1
1804,90,11,37,31,50,1,0
1805,76,93,87,13,70,3,1
1806,32,35,10,15,98,2,1
1807,5,17,28,17,67,2,0
1808,87,89,59,15,74,3,1
1809,18,52,66,16,57,1,0
1810,79,70,64,6,76,2,0
1811,39,0,60,11,96,4,0
1812,91,57,18,33,99,0,0
1813,96,89,45,9,96,4,1
1814,58,86,48,4,53,5,1
1815,58,89,21,20,66,2,0
1816,47,5,77,2,68,0,0
1817,40,69,56,18,58,3,1
1818,12,43,13,34,78,0,0
1819,44,71,43,5,73,0,1
1820,88,23,15,13,76,0,0
1821,52,85,96,3,74,2,0
1822,41,18,76,17,68,5,0
1823,99,100,11,28,75,5,1
1824,62,17,54,34,65,1,0
1825,26,94,50,37,60,5,0
1826,37,100,38,15,62,2,1
1827,59,29,32,19,60,1,0
1828,6,41,32,23,79,3,0
1829,4,32,28,34,70,3,0
1830,44,73,68,18,54,3,0
1831,57,100,69,3,53,3,1
1832,30,11,30,32,79,3,1
1833,22,93,79,1,87,4,1
1834,41,26,30,12,57,2,1
1835,9,38,88,29,79,1,0
1836,31,8,45,33,53,3,0
1837,52,20,96,29,67,4,0
1838,29,75,76,23,80,5,0
1839,38,28,51,32,92,4,0
1840,30,32,9,40,59,4,0
1841,81,61,87,9,66,2,1
1842,99,14,73,17,57,3,1
1843,1,1,40,18,89,4,0
1844,77,51,94,6,74,4,1
1845,76,43,76,18,77,3,0
1846,92,53,2,23,88,2,0
1847,11,17,58,14,74,4,0
1848,38,2,51,40,78,1,0
1849,65,6,33,22,75,0,0
1850,95,42,48,3,77,5,1
1851,12,81,27,37,50,0,0
1852,45,37,82,3,55,0,1
1853,26,36,86,4,69,2,0
1854,16,57,95,40,95,4,0
1855,94,32,12,22,73,0,1
1856,97,58,96,39,91,0,0
1857,59,94,97,36,84,5,1
1858,63,10,96,10,52,3,0
1859,87,67,68,10,92,4,1
1860,34,81,66,12,88,4,1
1861,69,67,60,13,97,5,1
1862,82,97,59,7,95,3,1
1863,29,92,70,24,95,4,0
1864,70,87,23,17,95,1,0
1865,73,21,62,17,64,5,0
1866,95,65,85,9,67,2,1
1867,97,43,60,6,75,3,1
1868,62,5,22,13,87,5,0
1869,27,41,29,14,90,0,0
1870,59,24,59,15,86,4,1
1871,78,56,17,1,88,1,0
1872,93,84,95,29,84,1,1
1873,36,54,55,29,92,2,0
1874,92,15,52,17,85,5,1
1875,21,94,6,30,61,1,0
1876,67,13,96,12,80,5,0
1877,19,38,68,19,61,4,1
1878,95,27,91,34,74,4,0
1879,99,95,71,22,86,1,1
1880,67,91,78,32,59,4,0
1881,90,50,51,37,56,5,1
1882,63,48,3,34,71,4,0
1883,16,8,33,35,91,0,0
1884,11,57,68,19,87,5,0
1885,21,44,32,2,96,3,0
1886,16,21,68,7,99,4,0
1887,9,31,37,39,83,4,0
1888,64,68,97,31,67,5,1
1889,21,86,25,28,54,2,1
1890,89,68,0,6,55,3,0
1891,81,41,3,1,53,3,0
1892,49,52,38,20,64,3,0
1893,13,95,53,5,51,1,0
1894,63,58,89,27,62,0,0
1895,46,73,32,35,95,0,0
1896,28,38,32,31,59,2,1
1897,75,14,71,8,74,3,1
1898,35,70,19,10,50,3,0
1899,98,28,15,22,57,4,0
1900,51,2,20,10,85,5,0
1901,75,82,44,1,90,1,1
1902,6,9,89,2,57,1,0
1903,28,91,86,10,50,2,0
1904,10,28,81,34,63,0,0
1905,32,78,61,14,65,3,0
1906,5,34,30,10,78,5,0
1907,78,5,41,30,94,2,0
1908,31,11,11,27,92,1,0
1909,50,37,64,27,81,1,0
1910,74,76,72,31,70,1,0
1911,57,92,2,24,77,3,0
1912,86,18,89,19,74,3,1
1913,25,66,8,27,82,3,0
1914,97,7,50,24,51,4,0
1915,45,7,15,10,70,0,0
1916,97,83,87,18,56,1,1
1917,28,46,77,27,56,1,0
1918,3,3,2,0,53,4,1
1919,80,50,97,4,50,1,0
1920,98,84,96,9,59,1,1
1921,12,66,23,33,81,3,1
1922,38,44,72,35,96,3,0
1923,14,7,12,1,52,0,0
1924,28,86,1,17,54,1,0
1925,28,15,70,12,76,2,0
1926,74,76,20,4,84,1,0
1927,31,66,18,19,75,1,0
1928,1,8,88,1,95,0,0
1929,46,59,46,10,98,2,0
1930,77,77,21,29,53,1,1
1931,83,76,74,31,58,5,0
1932,21,70,32,31,82,5,1
1933,74,14,31,37,89,2,0
1934,26,70,63,27,95,5,1
1935,66,97,84,9,70,3,1
1936,80,40,38,21,63,3,0
1937,55,21,83,16,82,2,0
1938,91,23,71,21,58,1,0
1939,92,100,41,18,97,2,0
1940,20,43,100,16,73,5,1
1941,46,0,8,23,71,2,0
1942,79,9,24,35,61,5,0
1943,100,79,88,31,87,3,0
1944,58,71,96,35,65,2,1
1945,83,55,1,27,78,4,0
1946,5,88,18,13,66,5,0
1947,18,49,19,35,98,4,0
1948,56,11,92,5,63,3,0
1949,68,88,69,8,60,1,0
1950,2,80,16,20,78,5,1
1951,0,59,88,11,51,1,0
1952,57,25,67,29,83,3,0
1953,37,77,93,30,88,1,1
1954,14,40,83,39,99,5,1
1955,33,35,2,3,92,0,1
1956,60,22,86,30,98,5,0
1957,34,42,50,26,81,5,1
1958,63,5,81,24,59,4,0
1959,24,68,25,4,100,0,0
1960,23,42,55,5,84,0,0
1961,11,24,99,4,79,0,0
1962,17,17,63,26,64,5,0
1963,14,61,7,7,54,3,0
1964,79,12,80,8,77,0,0
1965,26,42,94,14,68,2,1
1966,71,77,36,35,86,1,0
1967,59,27,96,40,84,3,1
1968,45,17,26,6,87,2,1
1969,88,58,44,31,84,5,0
1970,16,59,3,7,88,5,1
1971,92,62,85,14,54,2,0
1972,52,56,89,36,55,4,1
1973,7,91,95,18,56,4,0
1974,78,50,87,38,52,2,1
1975,26,55,98,5,85,4,1
1976,45,26,36,18,76,1,0
1977,49,31,95,27,95,1,0
1978,70,8,70,16,77,5,0
1979,2,95,32,18,99,4,1
1980,92,83,30,30,74,0,0
1981,63,91,54,10,56,2,0
1982,43,96,11,14,86,1,0
1983,52,67,10,9,68,4,0
1984,23,45,87,22,96,4,1
1985,59,97,71,2,50,1,0
1986,2,66,31,2,97,1,0
1987,19,25,56,17,99,0,1
1988,45,7,37,24,80,4,1
1989,14,5,59,19,56,4,0
1990,24,79,85,28,97,3,0
1991,93,23,97,21,71,5,0
1992,77,47,18,14,77,0,0
1993,70,93,83,38,74,1,0
1994,16,44,55,9,88,1,1
1995,83,12,13,20,97,2,0
1996,99,68,32,28,74,5,1
1997,8,24,9,31,60,1,0
1998,37,19,79,9,84,4,1
1999,47,81,63,12,84,1,0
2000,59,81,63,22,51,4,0
2001,62,65,61,22,61,4,0
2002,85,73,67,30,95,0,0
2003,1,44,90,3,63,1,0
2004,87,46,91,2,89,0,1
2005,71,62,42,20,70,5,0
2006,10,75,79,1,65,4,1
2007,63,76,58,3,63,5,1
2008,76,54,51,0,97,1,0
2009,80,74,96,14,90,5,1
2010,71,18,18,32,91,5,0
2011,20,34,20,5,92,1,0
2012,17,52,21,6,100,0,0
2013,93,25,8,18,56,0,0
2014,63,13,8,0,88,4,1
2015,81,44,72,38,77,4,0
2016,94,43,26,18,83,1,1
2017,37,87,16,25,63,1,0
2018,31,64,43,11,77,3,1
2019,10,50,44,21,56,3,0
2020,44,42,7,12,91,2,1
2021,88,85,79,27,51,4,1
2022,32,22,17,13,85,5,1
2023,40,55,32,21,86,2,1
2024,7,18,0,29,90,2,0
2025,10,81,75,19,76,0,1
2026,85,75,5,26,91,5,1
2027,50,54,40,37,90,0,0
2028,87,91,54,40,83,3,0
2029,40,91,4,33,94,2,0
2030,16,59,58,38,52,3,1
2031,75,58,79,40,52,5,1
2032,45,32,17,36,92,5,0
2033,31,18,48,0,77,4,1
2034,78,27,81,14,76,1,0
2035,79,51,64,31,78,0,0
2036,53,48,82,7,76,4,0
2037,85,36,53,32,89,4,1
2038,91,25,60,17,100,0,0
2039,19,98,7,28,99,0,0
2040,32,97,2,31,98,5,0
2041,73,98,24,32,72,5,0
2042,39,39,68,4,59,2,0
2043,31,79,54,17,65,3,0
2044,96,37,39,9,55,5,1
2045,1,76,82,35,58,4,0
2046,96,86,81,32,50,2,1
2047,32,53,49,22,53,2,0
2048,76,21,94,39,85,4,0
2049,29,15,32,4,92,5,0
2050,32,27,17,33,83,4,0
2051,76,34,56,23,96,1,1
2052,25,59,15,16,90,5,1
2053,21,44,79,30,70,3,0
2054,65,45,37,6,57,4,0
2055,37,71,40,16,75,5,0
2056,89,54,6,27,85,0,1
2057,45,85,77,37,95,1,0
2058,14,84,52,21,91,3,0
2059,97,25,62,14,83,5,1
2060,43,84,88,36,62,0,0
2061,48,24,31,14,95,5,0
2062,74,64,37,24,67,0,0
2063,60,5,21,20,51,3,0
2064,66,22,15,37,79,1,0
2065,5,63,51,1,64,0,0
2066,8,86,28,26,66,2,0
2067,5,42,15,31,59,3,0
2068,72,22,75,20,75,3,0
2069,94,95,16,3,96,4,0
2070,31,29,100,18,99,1,0
2071,40,76,63,1,92,2,0
2072,75,17,90,25,97,2,1
2073,7,86,88,33,77,4,1
2074,71,78,12,13,73,0,1
2075,49,96,71,14,59,0,0
2076,91,20,55,19,90,2,0
2077,61,56,4,33,85,1,0
2078,83,22,11,35,86,0,1
2079,61,90,40,18,98,3,0
2080,6,44,2,8,74,5,0
2081,74,43,98,6,57,4,0
2082,83,81,32,29,62,1,1
2083,79,87,85,12,87,0,1
2084,3,46,49,26,93,5,0
2085,5,39,55,34,60,2,1
2086,57,50,8,12,53,4,1
2087,21,41,81,14,91,0,1
2088,25,6,49,8,62,2,1
2089,2,49,28,22,76,0,1
2090,40,47,38,35,51,4,0
2091,59,83,90,39,86,3,1
2092,13,90,99,2,58,3,1
2093,74,5,44,33,54,5,0
2094,81,90,16,18,68,2,0
2095,11,8,55,27,94,3,0
2096,86,56,97,22,93,4,1
2097,11,30,45,39,58,2,0
2098,12,20,66,6,87,0,0
2099,24,89,68,40,68,1,0
2100,44,39,13,11,76,0,0
2101,18,44,66,13,78,4,0
2102,54,76,22,14,54,5,1
2103,99,48,93,2,86,2,0
2104,44,86,60,14,92,0,0
2105,7,19,22,23,87,2,0
2106,92,100,26,7,74,3,1
2107,52,91,53,4,63,1,1
2108,54,16,9,3,80,4,0
2109,31,27,88,13,82,0,1
2110,50,40,76,15,77,1,0
2111,43,65,15,19,78,4,0
2112,81,24,40,23,83,4,0
2113,69,57,97,5,62,5,1
2114,17,40,54,30,56,3,0
2115,82,5,100,5,74,5,0
2116,21,74,60,34,67,5,0
2117,36,37,85,14,57,2,0
2118,95,5,80,28,88,2,0
2119,55,44,86,2,73,1,0
2120,58,74,99,10,79,3,0
2121,2,13,48,2,55,4,1
2122,27,65,72,27,67,3,1
2123,73,39,51,9,65,3,1
2124,34,2,1,32,77,1,0
2125,60,98,95,15,64,2,0
2126,92,96,49,9,73,3,1
2127,53,23,85,32,92,3,0
2128,62,18,42,35,85,3,0
2129,78,17,76,2,69,0,0
2130,96,63,7,4,56,3,1
2131,6,87,58,11,80,3,0
2132,75,34,64,12,55,4,1
2133,48,61,80,23,71,5,1
2134,93,0,11,31,60,0,0
2135,84,99,3,15,69,3,1
2136,30,24,76,31,93,5,1
2137,57,44,94,36,72,3,0
2138,60,48,40,35,51,1,1
2139,23,97,6,20,53,1,0
2140,19,88,86,11,75,5,1
2141,36,15,87,20,70,0,0
2142,3,97,68,20,63,4,0
2143,91,92,68,5,91,0,1
2144,19,18,80,8,100,0,0
2145,59,22,29,0,92,1,0
2146,23,82,72,11,59,1,1
2147,49,24,5,13,70,4,0
2148,48,15,88,5,63,3,1
2149,50,53,18,0,97,4,1
2150,95,72,79,21,74,3,1
2151,35,0,84,33,70,5,0
2152,97,41,65,10,85,5,1
2153,99,18,9,2,76,2,1
2154,65,96,15,5,63,1,0
2155,78,33,36,5,75,2,0
2156,33,79,78,19,80,2,1
2157,35,54,76,20,65,1,0
2158,5,17,76,1,94,2,0
2159,38,33,31,25,95,0,1
2160,41,88,46,30,65,3,1
2161,57,44,71,25,63,4,1
2162,11,5,42,31,58,1,0
2163,2,20,81,9,81,0,0
2164,17,69,35,22,50,5,1
2165,39,95,25,5,79,4,0
2166,20,47,9,22,76,4,0
2167,14,38,30,27,90,4,0
2168,96,30,96,29,70,2,1
2169,98,9,28,13,97,2,0
2170,25,29,4,36,76,2,0
2171,7,17,76,31,92,2,0
2172,99,59,0,33,51,0,0
2173,93,87,86,40,73,2,1
2174,86,72,2,21,91,1,1
2175,41,94,66,30,78,4,1
2176,43,14,70,6,97,0,0
2177,13,3,99,40,99,5,0
2178,77,62,34,20,85,2,0
2179,1,39,14,15,55,5,1
2180,36,8,66,19,72,4,0
2181,68,8,92,18,82,0,0
2182,37,25,29,31,100,4,0
2183,40,3,81,14,85,5,0
2184,61,80,74,4,75,0,0
2185,59,15,42,10,68,3,0
2186,13,14,59,14,78,0,0
2187,88,98,39,28,70,2,0
2188,83,51,64,3,61,5,1
2189,1,68,28,35,93,4,0
2190,69,4,73,22,75,4,0
2191,16,19,91,14,65,4,1
2192,88,78,94,2,63,1,0
2193,27,17,18,31,95,1,1
2194,65,1,2,9,63,2,0
2195,34,92,35,39,59,3,1
2196,100,12,42,37,54,1,0
2197,4,3,14,21,51,0,0
2198,64,41,96,13,57,5,1
2199,39,73,40,16,69,2,0
2200,75,60,89,20,63,3,1
2201,55,94,79,14,60,0,0
2202,35,7,35,14,60,4,0
2203,44,66,96,0,81,1,0
2204,22,62,83,23,99,0,1
2205,46,8,76,11,53,3,0
2206,30,93,32,9,63,2,0
2207,10,10,4,30,52,0,0
2208,9,98,100,10,61,2,1
2209,66,100,77,15,78,4,1
2210,13,41,90,8,86,3,0
2211,79,12,86,13,54,3,1
2212,73,35,13,18,69,1,0
2213,92,12,67,30,95,5,0
2214,9,11,82,8,73,3,0
2215,75,36,46,35,57,0,0
2216,93,73,53,38,82,0,1
2217,0,72,3,25,91,0,0
2218,4,51,93,7,73,4,0
2219,19,70,82,23,100,3,1
2220,7,1,94,7,73,3,0
2221,42,55,94,18,73,0,1
2222,75,59,8,29,66,1,0
2223,0,22,52,21,52,1,0
2224,56,39,76,8,88,3,1
2225,63,63,77,3,58,3,0
2226,83,84,59,36,63,2,1
2227,27,22,45,7,59,3,0
2228,36,28,53,0,76,0,0
2229,46,77,73,27,69,5,0
2230,100,89,94,5,94,4,1
2231,75,50,36,35,66,3,1
2232,36,68,22,10,69,3,0
2233,48,94,26,4,64,0,1
2234,43,88,69,23,64,2,1
2235,55,30,89,17,64,5,1
2236,27,49,65,19,80,3,1
2237,78,19,60,27,86,1,1
2238,5,54,76,12,100,1,0
2239,60,80,50,4,90,1,1
2240,19,1,49,29,95,4,0
2241,77,24,18,0,59,4,1
2242,1,12,0,21,61,5,0
2243,72,91,39,17,92,3,0
2244,36,69,31,4,71,3,1
2245,19,66,21,30,52,3,0
2246,25,57,92,5,60,4,0
2247,28,98,65,26,88,5,0
2248,0,81,39,24,58,3,1
2249,34,74,37,28,67,0,1
2250,69,83,47,27,66,2,0
2251,100,63,54,15,61,1,0
2252,58,68,74,11,90,1,1
2253,68,82,80,19,53,0,1
2254,32,85,54,17,79,3,0
2255,50,58,50,33,68,5,0
2256,77,59,59,22,58,5,0
2257,11,82,7,26,72,4,1
2258,19,61,85,16,63,3,1
2259,52,15,67,20,76,5,1
2260,87,87,74,39,63,3,1
2261,42,67,71,30,100,1,1
2262,97,14,8,2,57,1,0
2263,88,88,89,16,84,4,1
2264,49,54,1,25,52,1,0
2265,28,34,79,22,77,3,1
2266,56,54,94,5,64,0,1
2267,38,13,69,27,53,4,1
2268,94,48,84,7,63,0,1
2269,55,82,89,7,53,3,0
2270,42,99,58,18,78,4,1
2271,49,6,18,37,74,0,0
2272,22,29,27,28,91,4,1
2273,43,82,71,22,98,3,1
2274,37,48,13,31,79,5,0
2275,83,88,23,9,93,4,1
2276,22,15,43,26,96,5,0
2277,44,50,100,0,54,3,0
2278,51,71,55,38,99,4,1
2279,79,81,89,28,95,4,1
2280,49,91,94,2,64,5,1
2281,7,79,50,36,64,1,0
2282,84,82,31,30,86,5,1
2283,0,41,49,10,92,5,1
2284,7,16,40,21,65,5,1
2285,28,62,65,17,70,3,1
2286,95,44,24,34,73,2,1
2287,4,76,60,5,72,5,1
2288,85,6,65,2,81,4,1
2289,46,26,41,4,76,0,1
2290,33,9,64,8,81,1,1
2291,64,33,35,27,88,5,0
2292,54,35,75,18,75,5,0
2293,89,24,8,27,94,1,0
2294,42,5,35,26,99,5,1
2295,73,23,91,12,86,4,0
2296,29,17,37,37,76,2,0
2297,81,86,32,20,60,5,1
2298,16,5,41,26,53,1,0
2299,25,28,60,5,62,5,1
2300,7,24,45,37,68,3,0
2301,46,54,85,10,55,4,1
2302,75,80,88,40,59,4,0
2303,90,45,60,16,97,2,1
2304,71,23,17,38,51,3,0
2305,88,74,69,6,98,3,1
2306,45,25,81,29,62,2,0
2307,67,97,79,20,77,0,0
2308,32,27,14,0,96,5,0
2309,0,2,47,24,88,3,1
2310,18,74,71,31,81,0,0
2311,30,37,12,7,56,0,0
2312,79,60,42,4,86,4,1
2313,13,77,59,29,86,5,1
2314,52,50,56,7,58,4,1
2315,47,89,70,18,80,1,1
2316,68,47,16,29,62,4,1
2317,89,20,49,14,55,3,0
2318,61,53,31,35,67,3,0
2319,91,55,21,26,69,5,1
2320,65,93,54,12,50,0,1
2321,63,58,56,13,71,3,1
2322,69,71,12,36,53,4,0
2323,62,50,46,29,62,4,0
2324,72,19,86,38,58,5,0
2325,32,95,61,12,98,4,0
2326,40,85,53,15,84,2,0
2327,88,58,28,6,51,5,1
2328,47,70,21,26,62,5,1
2329,12,8,64,34,53,3,0
2330,72,0,28,14,89,5,0
2331,76,28,47,27,59,1,0
2332,30,62,4,34,76,3,0
2333,74,71,34,6,92,3,1
2334,67,55,73,19,62,2,1
2335,97,67,82,31,56,3,1
2336,3,34,100,37,86,0,1
2337,18,2,70,39,71,4,1
2338,69,6,45,31,69,4,0
2339,97,26,34,25,95,5,1
2340,81,0,44,38,87,2,1
2341,12,90,12,19,97,4,1
2342,22,79,9,17,90,0,0
2343,82,70,65,14,100,2,1
2344,74,43,69,21,100,1,1
2345,0,86,71,21,82,4,0
2346,87,40,99,20,56,3,0
2347,53,74,24,1,59,0,1
2348,70,41,43,39,62,0,1
2349,88,32,59,17,73,4,0
2350,84,49,46,22,54,5,1
2351,14,62,39,12,62,1,0
2352,64,99,6,40,86,3,1
2353,75,36,45,8,52,1,0
2354,70,58,22,6,96,1,0
2355,14,80,82,40,87,4,0
2356,20,98,45,0,51,3,1
2357,18,47,85,1,86,4,0
2358,59,4,12,3,74,4,0
2359,92,47,20,13,55,5,0
2360,88,95,0,31,67,0,1
2361,32,2,18,35,61,5,0
2362,48,46,59,1,60,5,1
2363,95,61,32,39,95,4,1
2364,34,98,3,13,95,5,1
2365,43,13,2,19,78,5,1
2366,89,62,90,24,62,2,0
2367,10,60,51,7,52,3,0
2368,98,30,98,27,66,0,1
2369,71,94,27,20,76,3,0
2370,77,16,69,22,59,0,0
2371,73,23,69,31,99,2,1
2372,65,22,54,7,64,4,0
2373,45,81,56,30,57,0,0
2374,8,49,86,36,81,0,0
2375,2,77,96,15,68,0,1
2376,84,78,15,39,98,2,1
2377,25,78,23,26,60,3,1
2378,71,69,68,39,62,2,0
2379,47,26,40,40,72,0,0
2380,65,14,76,17,78,5,1
2381,69,49,46,34,77,0,0
2382,27,35,75,14,61,5,0
2383,92,7,68,26,56,4,1
2384,25,78,100,16,78,2,1
2385,24,2,30,39,95,5,0
2386,11,61,91,1,76,2,1
2387,4,46,91,30,59,1,1
2388,97,76,29,36,65,3,0
2389,47,97,17,40,56,1,0
2390,36,87,43,40,60,5,1
2391,78,95,26,33,66,1,1
2392,43,60,98,33,59,3,1
2393,99,31,25,2,77,5,0
2394,14,93,59,16,79,4,0
2395,42,12,17,13,76,4,0
2396,47,0,96,13,68,3,0
2397,86,33,88,37,91,3,1
2398,69,61,55,34,54,5,0
2399,45,78,30,0,56,2,1
2400,42,77,100,28,100,5,1
2401,20,92,58,3,59,2,0
2402,22,97,1,32,52,2,0
2403,79,81,96,16,90,2,1
2404,46,70,38,27,70,5,1
2405,14,92,60,25,68,0,0
2406,24,30,62,7,70,0,0
2407,35,63,95,33,95,4,1
2408,74,24,17,17,72,0,0
2409,50,37,16,30,93,0,0
2410,14,13,97,26,72,2,0
2411,67,7,38,15,60,2,0
2412,20,90,70,9,70,3,0
2413,12,53,53,39,98,2,0
2414,85,1,98,11,100,5,1
2415,18,80,93,21,54,3,1
2416,33,100,75,15,71,3,1
2417,77,77,34,11,92,0,0
2418,67,88,10,10,63,2,1
2419,51,55,60,19,81,0,0
2420,26,93,43,0,91,2,1
2421,28,92,67,26,71,0,0
2422,27,83,24,2,93,0,1
2423,34,84,47,11,66,0,1
2424,7,60,31,29,57,5,0
2425,15,21,83,8,83,4,1
2426,35,34,94,36,85,0,0
2427,29,100,3,0,87,1,1
2428,17,15,37,3,89,1,1
2429,1,49,62,14,65,1,1
2430,48,42,46,26,59,5,0
2431,76,16,0,7,82,3,0
2432,3,79,2,22,72,0,0
2433,89,57,100,14,90,1,1
2434,88,1,85,26,57,5,0
2435,93,3,61,30,89,3,0
2436,74,84,63,38,54,1,1
2437,6,38,16,7,96,2,0
2438,94,97,77,29,76,4,1
2439,73,93,61,17,87,0,0
2440,38,5,34,3,53,4,0
2441,12,80,12,21,64,4,0
2442,30,88,34,2,58,2,1
2443,70,68,42,14,81,2,1
2444,62,68,1,34,84,2,1
2445,55,19,55,37,54,3,0
2446,41,63,76,32,65,1,0
2447,60,15,50,13,98,0,1
2448,41,50,53,0,91,2,0
2449,55,36,15,25,56,5,0
2450,35,72,17,7,89,0,0
2451,83,68,6,15,95,0,1
2452,67,41,44,37,58,0,0
2453,6,56,35,9,89,2,0
2454,53,65,40,36,88,2,0
2455,0,8,93,25,55,1,0
2456,43,99,41,27,51,2,0
2457,44,85,6,11,96,2,0
2458,46,63,14,19,66,0,1
2459,12,85,59,13,69,1,0
2460,21,21,39,34,89,4,0
2461,20,33,82,28,53,2,0
2462,85,54,36,11,51,5,1
2463,91,28,65,17,62,2,1
2464,8,37,54,1,55,4,0
2465,25,96,76,1,80,0,0
2466,8,17,94,16,98,1,1
2467,14,70,79,9,68,0,1
2468,9,64,55,17,57,3,0
2469,87,96,43,21,99,2,1
2470,41,0,56,18,72,5,1
2471,71,87,5,0,98,3,1
2472,23,3,91,23,51,2,0
2473,79,3,31,35,52,3,1
2474,48,81,73,24,97,4,1
2475,25,26,17,35,56,2,0
2476,90,42,67,30,67,5,0
2477,36,58,72,30,91,2,0
2478,67,31,6,1,100,3,1
2479,49,32,7,18,78,1,0
2480,23,27,63,11,81,3,1
2481,18,54,6,9,88,2,0
2482,99,99,40,30,67,2,0
2483,59,59,39,21,68,1,1
2484,38,69,2,22,91,0,0
2485,73,61,16,22,77,1,1
2486,88,79,65,14,71,0,0
2487,17,33,78,25,84,5,1
2488,18,86,92,2,93,2,1
2489,35,87,51,22,62,4,1
2490,73,55,21,19,95,4,1
2491,96,12,3,39,70,3,0
2492,54,55,5,38,64,1,0
2493,68,17,37,7,57,1,0
2494,46,53,25,17,70,4,1
2495,48,76,10,40,93,0,1
2496,98,100,89,5,57,1,1
2497,97,42,16,26,98,0,0
2498,32,38,87,35,83,0,1
2499,20,60,91,14,76,0,0
2500,80,41,98,36,64,0,0
2501,21,80,30,4,89,3,1
2502,47,78,76,38,51,3,1
2503,36,17,34,8,86,4,0
2504,14,22,15,6,73,3,0
2505,34,53,78,40,95,5,1
2506,91,29,17,19,71,1,0
2507,70,97,100,9,85,5,1
2508,31,57,61,25,74,3,0
2509,10,67,26,3,59,1,0
2510,9,66,34,37,99,1,0
2511,72,70,44,23,54,0,1
2512,77,17,34,13,79,4,0
2513,76,6,27,40,71,0,0
2514,56,39,8,0,64,0,0
